,time_backstep,weather_condition,weather_date,weather_feels,weather_humid,weather_precip,weather_temp,weather_time,weather_wind
1076,12.0,Rain,Fri,56,74,90,56,2:00 am,5
1077,13.0,Rain,Fri,54,81,100,55,3:00 am,6
1078,14.0,Rain,Fri,53,84,100,55,4:00 am,7
1079,15.0,Rain,Fri,53,87,100,55,5:00 am,7
1080,1.0,Partly Cloudy,Thu,72,31,0,72,4:00 pm,7
1081,2.0,Partly Cloudy,Thu,72,31,0,72,5:00 pm,7
1082,3.0,Partly Cloudy,Thu,71,32,0,71,6:00 pm,6
1083,4.0,Cloudy,Thu,68,35,0,68,7:00 pm,5
1084,5.0,Cloudy,Thu,66,39,0,66,8:00 pm,4
1085,6.0,Cloudy,Thu,63,42,0,63,9:00 pm,4
1086,7.0,Cloudy,Thu,62,45,0,62,10:00 pm,4
1087,8.0,Cloudy,Thu,61,46,10,61,11:00 pm,5
1088,9.0,Showers,Fri,61,48,55,61,12:00 am,5
1089,10.0,Rain,Fri,58,58,80,59,1:00 am,5
1090,11.0,Rain,Fri,56,73,90,57,2:00 am,5
1091,12.0,Rain,Fri,54,81,100,55,3:00 am,5
1092,13.0,Rain,Fri,53,84,100,55,4:00 am,6
1093,14.0,Rain,Fri,53,87,100,55,5:00 am,6
1094,15.0,Rain,Fri,52,90,100,54,6:00 am,8
1095,1.0,Partly Cloudy,Thu,72,31,0,72,5:00 pm,7
1096,2.0,Partly Cloudy,Thu,71,32,0,71,6:00 pm,6
1097,3.0,Partly Cloudy,Thu,69,34,0,69,7:00 pm,5
1098,4.0,Cloudy,Thu,66,39,0,66,8:00 pm,4
1099,5.0,Cloudy,Thu,64,42,0,64,9:00 pm,4
1100,6.0,Cloudy,Thu,62,47,5,62,10:00 pm,5
1101,7.0,Cloudy,Thu,61,44,25,61,11:00 pm,5
1102,8.0,Showers,Fri,61,48,55,61,12:00 am,5
1103,9.0,Rain,Fri,58,59,75,59,1:00 am,5
1104,10.0,Rain,Fri,56,74,90,56,2:00 am,4
1105,11.0,Rain,Fri,54,81,100,55,3:00 am,5
1106,12.0,Rain,Fri,53,84,100,55,4:00 am,6
1107,13.0,Rain,Fri,53,87,100,55,5:00 am,6
1108,14.0,Rain,Fri,52,90,100,54,6:00 am,8
1109,15.0,Rain,Fri,52,90,100,54,7:00 am,7
1110,1.0,Partly Cloudy,Thu,71,33,0,71,6:00 pm,7
1111,2.0,Partly Cloudy,Thu,69,35,0,69,7:00 pm,5
1112,3.0,Mostly Cloudy,Thu,66,38,0,66,8:00 pm,4
1113,4.0,Cloudy,Thu,64,41,0,64,9:00 pm,4
1114,5.0,Cloudy,Thu,62,45,10,62,10:00 pm,5
1115,6.0,Few Showers,Thu,61,47,35,61,11:00 pm,6
1116,7.0,Showers,Fri,61,48,50,61,12:00 am,5
1117,8.0,Rain,Fri,58,58,75,59,1:00 am,5
1118,9.0,Rain,Fri,56,74,90,56,2:00 am,4
1119,10.0,Rain,Fri,54,81,100,55,3:00 am,5
1120,11.0,Rain,Fri,53,84,100,55,4:00 am,6
1121,12.0,Rain,Fri,53,86,100,55,5:00 am,6
1122,13.0,Rain,Fri,52,89,100,54,6:00 am,8
1123,14.0,Rain,Fri,52,90,100,54,7:00 am,7
1124,15.0,Rain,Fri,53,90,100,54,8:00 am,6
1125,1.0,Partly Cloudy,Thu,69,34,0,69,7:00 pm,5
1126,2.0,Partly Cloudy,Thu,67,38,0,67,8:00 pm,4
1127,3.0,Partly Cloudy,Thu,65,40,0,65,9:00 pm,4
1128,4.0,Cloudy,Thu,63,44,5,63,10:00 pm,5
1129,5.0,Few Showers,Thu,62,46,30,62,11:00 pm,6
1130,6.0,Showers,Fri,61,49,55,61,12:00 am,6
1131,7.0,Light Rain,Fri,59,57,75,59,1:00 am,5
1132,8.0,Rain,Fri,57,70,100,57,2:00 am,5
1133,9.0,Rain,Fri,55,80,100,56,3:00 am,5
1134,10.0,Rain,Fri,53,85,100,55,4:00 am,6
1135,11.0,Rain,Fri,53,88,100,55,5:00 am,6
1136,12.0,Rain,Fri,52,90,100,54,6:00 am,7
1137,13.0,Rain,Fri,52,92,100,54,7:00 am,7
1138,14.0,Rain,Fri,53,91,100,55,8:00 am,6
1139,15.0,Rain,Fri,53,90,70,55,9:00 am,6
1140,1.0,Partly Cloudy,Thu,67,36,0,67,8:00 pm,5
1141,2.0,Partly Cloudy,Thu,65,39,0,65,9:00 pm,4
1142,3.0,Partly Cloudy,Thu,63,43,0,63,10:00 pm,5
1143,4.0,Cloudy,Thu,62,46,15,62,11:00 pm,6
1144,5.0,Showers,Fri,61,50,60,61,12:00 am,6
1145,6.0,Rain,Fri,59,59,85,59,1:00 am,6
1146,7.0,Rain,Fri,57,70,100,57,2:00 am,5
1147,8.0,Rain,Fri,55,80,100,56,3:00 am,5
1148,9.0,Rain,Fri,53,85,100,55,4:00 am,6
1149,10.0,Rain,Fri,53,88,100,55,5:00 am,6
1150,11.0,Rain,Fri,52,90,100,54,6:00 am,7
1151,12.0,Rain,Fri,52,92,100,54,7:00 am,7
1152,13.0,Rain,Fri,53,91,100,55,8:00 am,6
1153,14.0,Rain,Fri,53,90,70,55,9:00 am,6
1154,15.0,Rain,Fri,54,90,65,55,10:00 am,5
1155,1.0,Mostly Clear,Thu,65,40,0,65,9:00 pm,3
1156,2.0,Partly Cloudy,Thu,63,44,0,63,10:00 pm,4
1157,3.0,Partly Cloudy,Thu,62,46,5,62,11:00 pm,5
1158,4.0,Showers,Fri,61,50,40,61,12:00 am,6
1159,5.0,Rain,Fri,59,59,70,59,1:00 am,6
1160,6.0,Rain,Fri,57,70,95,57,2:00 am,5
1161,7.0,Rain,Fri,55,80,100,56,3:00 am,5
1162,8.0,Rain,Fri,53,85,100,55,4:00 am,6
1163,9.0,Rain,Fri,53,88,100,55,5:00 am,6
1164,10.0,Rain,Fri,52,90,100,54,6:00 am,7
1165,11.0,Rain,Fri,52,92,100,54,7:00 am,7
1166,12.0,Rain,Fri,53,91,100,55,8:00 am,6
1167,13.0,Rain,Fri,53,90,70,55,9:00 am,6
1168,14.0,Rain,Fri,54,90,65,55,10:00 am,5
1169,15.0,Cloudy,Fri,54,88,25,56,11:00 am,6
1170,1.0,Partly Cloudy,Thu,63,44,0,63,10:00 pm,5
1171,2.0,Partly Cloudy,Thu,62,46,15,62,11:00 pm,6
1172,3.0,Showers,Fri,61,50,50,61,12:00 am,5
1173,4.0,Showers,Fri,58,60,55,59,1:00 am,6
1174,5.0,Rain,Fri,56,71,90,57,2:00 am,5
1175,6.0,Rain,Fri,55,81,100,56,3:00 am,6
1176,7.0,Rain,Fri,53,85,100,55,4:00 am,6
1177,8.0,Rain,Fri,53,90,100,55,5:00 am,6
1178,9.0,Rain,Fri,52,90,100,54,6:00 am,8
1179,10.0,Rain,Fri,53,92,100,54,7:00 am,6
1180,11.0,Rain,Fri,53,92,95,55,8:00 am,5
1181,12.0,Rain,Fri,54,90,75,55,9:00 am,5
1182,13.0,Rain,Fri,54,90,65,55,10:00 am,5
1183,14.0,Cloudy,Fri,55,87,25,56,11:00 am,7
1184,15.0,Cloudy,Fri,55,86,25,57,12:00 pm,6
1185,1.0,Partly Cloudy,Thu,62,46,10,62,11:00 pm,4
1186,2.0,Showers,Fri,62,49,50,62,12:00 am,4
1187,3.0,Rain,Fri,60,59,60,60,1:00 am,4
1188,4.0,Rain,Fri,56,71,85,57,2:00 am,5
1189,5.0,Rain,Fri,55,81,100,56,3:00 am,6
1190,6.0,Rain,Fri,53,87,100,55,4:00 am,7
1191,7.0,Rain,Fri,53,90,100,55,5:00 am,6
1192,8.0,Rain,Fri,52,90,100,54,6:00 am,8
1193,9.0,Rain,Fri,53,92,100,54,7:00 am,6
1194,10.0,Rain,Fri,53,92,95,55,8:00 am,5
1195,11.0,Rain,Fri,54,90,75,55,9:00 am,5
1196,12.0,Rain,Fri,54,90,65,55,10:00 am,5
1197,13.0,Cloudy,Fri,55,87,25,56,11:00 am,7
1198,14.0,Cloudy,Fri,55,86,25,57,12:00 pm,6
1199,15.0,Cloudy,Fri,57,86,20,58,1:00 pm,6
1200,1.0,Rain,Fri,61,48,75,61,12:00 am,5
1201,2.0,Rain,Fri,59,58,75,59,1:00 am,5
1202,3.0,Showers,Fri,57,70,65,57,2:00 am,4
1203,4.0,Rain,Fri,55,82,95,56,3:00 am,5
1204,5.0,Rain,Fri,53,87,100,55,4:00 am,7
1205,6.0,Rain,Fri,53,91,100,55,5:00 am,6
1206,7.0,Rain,Fri,52,90,100,54,6:00 am,7
1207,8.0,Rain,Fri,53,92,100,54,7:00 am,6
1208,9.0,Rain,Fri,53,93,95,54,8:00 am,5
1209,10.0,Rain,Fri,54,90,70,55,9:00 am,5
1210,11.0,Showers,Fri,54,90,60,55,10:00 am,5
1211,12.0,Cloudy,Fri,55,87,25,56,11:00 am,6
1212,13.0,Cloudy,Fri,55,86,20,57,12:00 pm,6
1213,14.0,Cloudy,Fri,57,85,20,58,1:00 pm,6
1214,15.0,Cloudy,Fri,59,82,5,59,2:00 pm,6
1215,1.0,Rain,Fri,60,56,80,60,1:00 am,2
1216,2.0,Rain,Fri,59,65,80,59,2:00 am,1
1217,3.0,Rain,Fri,57,73,85,57,3:00 am,3
1218,4.0,Rain,Fri,53,86,100,55,4:00 am,6
1219,5.0,Rain,Fri,53,92,100,54,5:00 am,6
1220,6.0,Rain,Fri,52,94,100,54,6:00 am,7
1221,7.0,Rain,Fri,52,94,100,54,7:00 am,7
1222,8.0,Rain,Fri,53,93,95,54,8:00 am,6
1223,9.0,Rain,Fri,54,91,75,55,9:00 am,5
1224,10.0,Rain,Fri,54,90,65,55,10:00 am,5
1225,11.0,Few Showers,Fri,54,86,35,56,11:00 am,6
1226,12.0,Cloudy,Fri,55,86,25,56,12:00 pm,6
1227,13.0,Few Showers,Fri,56,86,30,57,1:00 pm,6
1228,14.0,Cloudy,Fri,57,84,20,58,2:00 pm,6
1229,15.0,Cloudy,Fri,58,82,15,59,3:00 pm,6
1230,1.0,Showers,Fri,59,65,55,59,2:00 am,5
1231,2.0,Rain,Fri,58,70,75,58,3:00 am,5
1232,3.0,Rain,Fri,55,78,85,56,4:00 am,6
1233,4.0,Rain,Fri,54,90,100,55,5:00 am,5
1234,5.0,Rain,Fri,53,92,100,55,6:00 am,6
1235,6.0,Rain,Fri,52,94,100,54,7:00 am,7
1236,7.0,Rain,Fri,53,93,95,54,8:00 am,6
1237,8.0,Rain,Fri,54,91,75,55,9:00 am,5
1238,9.0,Rain,Fri,54,90,65,55,10:00 am,5
1239,10.0,Few Showers,Fri,54,86,35,56,11:00 am,6
1240,11.0,Cloudy,Fri,55,86,25,56,12:00 pm,6
1241,12.0,Few Showers,Fri,56,86,30,57,1:00 pm,6
1242,13.0,Cloudy,Fri,57,84,20,58,2:00 pm,6
1243,14.0,Cloudy,Fri,58,82,15,59,3:00 pm,6
1244,15.0,Cloudy,Fri,60,77,5,61,4:00 pm,6
1245,1.0,Rain,Fri,56,79,85,56,3:00 am,3
1246,2.0,Rain,Fri,55,86,90,55,4:00 am,4
1247,3.0,Rain,Fri,54,93,95,54,5:00 am,4
1248,4.0,Rain,Fri,53,92,100,55,6:00 am,6
1249,5.0,Rain,Fri,52,94,100,54,7:00 am,7
1250,6.0,Rain,Fri,54,94,95,55,8:00 am,6
1251,7.0,Rain,Fri,55,90,75,55,9:00 am,4
1252,8.0,Rain,Fri,55,88,65,56,10:00 am,4
1253,9.0,Few Showers,Fri,55,85,35,56,11:00 am,6
1254,10.0,Cloudy,Fri,56,84,25,57,12:00 pm,6
1255,11.0,Few Showers,Fri,57,85,30,57,1:00 pm,5
1256,12.0,Cloudy,Fri,58,83,20,58,2:00 pm,5
1257,13.0,Cloudy,Fri,59,81,15,59,3:00 pm,6
1258,14.0,Cloudy,Fri,61,77,5,61,4:00 pm,6
1259,15.0,Cloudy,Fri,63,72,5,63,5:00 pm,4
1260,1.0,Rain,Fri,54,92,90,54,4:00 am,2
1261,2.0,Rain,Fri,54,97,75,54,5:00 am,2
1262,3.0,Rain,Fri,54,98,75,54,6:00 am,4
1263,4.0,Rain,Fri,53,94,95,55,7:00 am,6
1264,5.0,Rain,Fri,54,93,95,55,8:00 am,5
1265,6.0,Rain,Fri,55,90,85,56,9:00 am,5
1266,7.0,Rain,Fri,56,86,65,56,10:00 am,4
1267,8.0,Few Showers,Fri,56,83,35,57,11:00 am,5
1268,9.0,Cloudy,Fri,56,84,25,57,12:00 pm,6
1269,10.0,Cloudy,Fri,58,83,20,58,1:00 pm,5
1270,11.0,Cloudy,Fri,60,80,25,60,2:00 pm,5
1271,12.0,Cloudy,Fri,62,75,25,62,3:00 pm,5
1272,13.0,Cloudy,Fri,63,73,15,63,4:00 pm,6
1273,14.0,Cloudy,Fri,64,69,15,64,5:00 pm,4
1274,15.0,Mostly Cloudy,Fri,64,69,15,64,6:00 pm,5
1275,1.0,Rain,Fri,53,100,75,54,5:00 am,4
1276,2.0,Showers,Fri,52,100,55,54,6:00 am,5
1277,3.0,Rain,Fri,52,100,70,53,7:00 am,5
1278,4.0,Heavy Rain,Fri,55,92,95,55,8:00 am,5
1279,5.0,Rain,Fri,55,90,90,56,9:00 am,5
1280,6.0,Rain,Fri,57,86,70,57,10:00 am,5
1281,7.0,Showers,Fri,56,85,35,57,11:00 am,5
1282,8.0,Cloudy,Fri,56,86,20,57,12:00 pm,6
1283,9.0,Cloudy,Fri,58,84,15,58,1:00 pm,5
1284,10.0,Cloudy,Fri,60,81,15,60,2:00 pm,5
1285,11.0,Cloudy,Fri,62,75,15,62,3:00 pm,5
1286,12.0,Cloudy,Fri,63,72,15,63,4:00 pm,6
1287,13.0,Cloudy,Fri,64,68,15,64,5:00 pm,4
1288,14.0,Mostly Cloudy,Fri,64,69,15,64,6:00 pm,5
1289,15.0,Partly Cloudy,Fri,64,72,15,64,7:00 pm,4
1290,1.0,Showers,Fri,52,100,60,53,6:00 am,5
1291,2.0,Showers,Fri,52,100,60,53,7:00 am,5
1292,3.0,Rain,Fri,53,100,75,54,8:00 am,4
1293,4.0,Rain,Fri,56,89,80,56,9:00 am,5
1294,5.0,Showers,Fri,57,86,65,57,10:00 am,5
1295,6.0,Showers,Fri,57,84,45,58,11:00 am,6
1296,7.0,Few Showers,Fri,56,86,30,57,12:00 pm,6
1297,8.0,Cloudy,Fri,58,84,20,58,1:00 pm,5
1298,9.0,Cloudy,Fri,60,81,20,60,2:00 pm,5
1299,10.0,Cloudy,Fri,62,76,15,62,3:00 pm,5
1300,11.0,Cloudy,Fri,63,73,15,63,4:00 pm,5
1301,12.0,Cloudy,Fri,64,69,15,64,5:00 pm,4
1302,13.0,Mostly Cloudy,Fri,64,69,15,64,6:00 pm,4
1303,14.0,Partly Cloudy,Fri,64,72,15,64,7:00 pm,3
1304,15.0,Mostly Clear,Fri,61,79,5,61,8:00 pm,3
1305,1.0,Light Rain,Fri,53,100,60,53,7:00 am,4
1306,2.0,Rain,Fri,54,100,60,54,8:00 am,3
1307,3.0,Rain,Fri,55,95,60,55,9:00 am,4
1308,4.0,Showers,Fri,57,86,50,57,10:00 am,5
1309,5.0,Showers,Fri,57,83,35,58,11:00 am,6
1310,6.0,Cloudy,Fri,58,84,25,58,12:00 pm,6
1311,7.0,Cloudy,Fri,58,86,20,58,1:00 pm,5
1312,8.0,Cloudy,Fri,59,82,20,60,2:00 pm,5
1313,9.0,Cloudy,Fri,61,78,20,61,3:00 pm,5
1314,10.0,Cloudy,Fri,62,74,15,62,4:00 pm,5
1315,11.0,Cloudy,Fri,64,71,15,64,5:00 pm,4
1316,12.0,Mostly Cloudy,Fri,64,71,15,64,6:00 pm,4
1317,13.0,Mostly Sunny,Fri,63,73,15,63,7:00 pm,3
1318,14.0,Mostly Clear,Fri,60,80,5,60,8:00 pm,3
1319,15.0,Partly Cloudy,Fri,59,81,10,59,9:00 pm,3
1320,1.0,Showers,Fri,54,100,70,54,8:00 am,3
1321,2.0,Showers,Fri,55,96,50,55,9:00 am,4
1322,3.0,Showers,Fri,56,90,40,56,10:00 am,4
1323,4.0,Few Showers,Fri,57,83,35,58,11:00 am,6
1324,5.0,Cloudy,Fri,58,84,15,58,12:00 pm,6
1325,6.0,Cloudy,Fri,59,84,15,59,1:00 pm,5
1326,7.0,Cloudy,Fri,59,82,20,60,2:00 pm,5
1327,8.0,Cloudy,Fri,61,78,20,61,3:00 pm,5
1328,9.0,Cloudy,Fri,62,74,15,62,4:00 pm,5
1329,10.0,Cloudy,Fri,64,71,15,64,5:00 pm,4
1330,11.0,Mostly Cloudy,Fri,64,71,15,64,6:00 pm,4
1331,12.0,Mostly Sunny,Fri,63,73,15,63,7:00 pm,3
1332,13.0,Mostly Clear,Fri,60,80,5,60,8:00 pm,3
1333,14.0,Partly Cloudy,Fri,59,81,10,59,9:00 pm,3
1334,15.0,Partly Cloudy,Fri,57,87,10,57,10:00 pm,3
1335,1.0,Showers,Fri,55,96,45,55,9:00 am,4
1336,2.0,Showers,Fri,56,90,45,56,10:00 am,4
1337,3.0,Showers,Fri,57,83,40,58,11:00 am,6
1338,4.0,Cloudy,Fri,58,84,10,58,12:00 pm,6
1339,5.0,Cloudy,Fri,59,84,15,59,1:00 pm,5
1340,6.0,Cloudy,Fri,61,81,15,61,2:00 pm,5
1341,7.0,Cloudy,Fri,61,78,20,61,3:00 pm,5
1342,8.0,Cloudy,Fri,62,74,15,62,4:00 pm,5
1343,9.0,Cloudy,Fri,64,71,15,64,5:00 pm,4
1344,10.0,Mostly Cloudy,Fri,64,71,15,64,6:00 pm,4
1345,11.0,Mostly Sunny,Fri,63,73,15,63,7:00 pm,3
1346,12.0,Mostly Clear,Fri,60,80,5,60,8:00 pm,3
1347,13.0,Partly Cloudy,Fri,59,81,10,59,9:00 pm,3
1348,14.0,Partly Cloudy,Fri,57,87,10,57,10:00 pm,3
1349,15.0,Partly Cloudy,Fri,56,90,10,56,11:00 pm,3
1350,1.0,Showers,Fri,55,91,55,56,10:00 am,5
1351,2.0,Showers,Fri,56,85,40,57,11:00 am,5
1352,3.0,Cloudy,Fri,57,86,25,58,12:00 pm,6
1353,4.0,Cloudy,Fri,60,84,5,60,1:00 pm,5
1354,5.0,Mostly Cloudy,Fri,62,79,5,62,2:00 pm,5
1355,6.0,Mostly Cloudy,Fri,64,73,5,64,3:00 pm,5
1356,7.0,Cloudy,Fri,63,74,5,63,4:00 pm,5
1357,8.0,Mostly Cloudy,Fri,64,70,15,64,5:00 pm,4
1358,9.0,Mostly Cloudy,Fri,64,70,25,64,6:00 pm,4
1359,10.0,Partly Cloudy,Fri,63,74,20,63,7:00 pm,3
1360,11.0,Partly Cloudy,Fri,60,82,5,60,8:00 pm,3
1361,12.0,Partly Cloudy,Fri,60,82,10,60,9:00 pm,3
1362,13.0,Partly Cloudy,Fri,57,87,10,57,10:00 pm,4
1363,14.0,Partly Cloudy,Fri,56,90,10,56,11:00 pm,3
1364,15.0,Partly Cloudy,Sat,56,91,10,56,12:00 am,3
1365,1.0,Showers,Fri,54,91,45,55,11:00 am,7
1366,2.0,Cloudy,Fri,55,91,25,56,12:00 pm,7
1367,3.0,Cloudy,Fri,57,89,20,58,1:00 pm,6
1368,4.0,Mostly Cloudy,Fri,62,79,5,62,2:00 pm,5
1369,5.0,Mostly Cloudy,Fri,64,73,5,64,3:00 pm,5
1370,6.0,Cloudy,Fri,64,73,10,64,4:00 pm,5
1371,7.0,Mostly Cloudy,Fri,64,70,15,64,5:00 pm,4
1372,8.0,Mostly Cloudy,Fri,64,70,25,64,6:00 pm,4
1373,9.0,Partly Cloudy,Fri,63,74,20,63,7:00 pm,3
1374,10.0,Partly Cloudy,Fri,60,82,5,60,8:00 pm,3
1375,11.0,Partly Cloudy,Fri,60,82,10,60,9:00 pm,3
1376,12.0,Partly Cloudy,Fri,57,87,10,57,10:00 pm,4
1377,13.0,Partly Cloudy,Fri,56,90,10,56,11:00 pm,3
1378,14.0,Partly Cloudy,Sat,56,91,10,56,12:00 am,3
1379,15.0,Mostly Cloudy,Sat,55,92,10,55,1:00 am,3
1380,1.0,Cloudy,Fri,55,95,15,56,12:00 pm,6
1381,2.0,Cloudy,Fri,57,92,15,57,1:00 pm,5
1382,3.0,Mostly Cloudy,Fri,60,86,5,60,2:00 pm,5
1383,4.0,Mostly Cloudy,Fri,64,73,0,64,3:00 pm,5
1384,5.0,Cloudy,Fri,64,73,5,64,4:00 pm,5
1385,6.0,Mostly Cloudy,Fri,65,70,20,65,5:00 pm,4
1386,7.0,Mostly Cloudy,Fri,64,70,25,64,6:00 pm,4
1387,8.0,Partly Cloudy,Fri,64,74,20,64,7:00 pm,3
1388,9.0,Partly Cloudy,Fri,61,82,5,61,8:00 pm,3
1389,10.0,Partly Cloudy,Fri,60,82,10,60,9:00 pm,3
1390,11.0,Partly Cloudy,Fri,58,87,10,58,10:00 pm,4
1391,12.0,Partly Cloudy,Fri,57,90,10,57,11:00 pm,3
1392,13.0,Partly Cloudy,Sat,56,90,10,56,12:00 am,3
1393,14.0,Mostly Cloudy,Sat,55,92,10,55,1:00 am,2
1394,15.0,Cloudy,Sat,55,94,10,55,2:00 am,2
1395,1.0,Cloudy,Fri,57,93,0,58,1:00 pm,6
1396,2.0,Mostly Cloudy,Fri,60,87,0,60,2:00 pm,5
1397,3.0,Mostly Cloudy,Fri,62,81,0,62,3:00 pm,5
1398,4.0,Mostly Cloudy,Fri,65,72,0,65,4:00 pm,4
1399,5.0,Mostly Cloudy,Fri,66,67,15,66,5:00 pm,4
1400,6.0,Partly Cloudy,Fri,67,66,20,67,6:00 pm,4
1401,7.0,Partly Cloudy,Fri,66,69,15,66,7:00 pm,3
1402,8.0,Partly Cloudy,Fri,63,76,5,63,8:00 pm,3
1403,9.0,Partly Cloudy,Fri,62,77,5,62,9:00 pm,3
1404,10.0,Partly Cloudy,Fri,59,83,10,59,10:00 pm,3
1405,11.0,Partly Cloudy,Fri,58,86,10,58,11:00 pm,3
1406,12.0,Partly Cloudy,Sat,57,88,10,57,12:00 am,3
1407,13.0,Mostly Cloudy,Sat,57,90,10,57,1:00 am,2
1408,14.0,Cloudy,Sat,56,92,10,56,2:00 am,2
1409,15.0,Cloudy,Sat,56,93,10,56,3:00 am,2
1410,1.0,Cloudy,Fri,60,87,0,60,2:00 pm,4
1411,2.0,Mostly Cloudy,Fri,62,83,0,62,3:00 pm,4
1412,3.0,Mostly Cloudy,Fri,63,77,0,63,4:00 pm,4
1413,4.0,Partly Cloudy,Fri,66,66,0,66,5:00 pm,4
1414,5.0,Partly Cloudy,Fri,67,66,10,67,6:00 pm,4
1415,6.0,Partly Cloudy,Fri,66,68,10,66,7:00 pm,3
1416,7.0,Clear,Fri,63,74,5,63,8:00 pm,3
1417,8.0,Mostly Clear,Fri,61,77,5,61,9:00 pm,3
1418,9.0,Partly Cloudy,Fri,59,83,10,59,10:00 pm,3
1419,10.0,Partly Cloudy,Fri,58,86,10,58,11:00 pm,3
1420,11.0,Partly Cloudy,Sat,57,89,10,57,12:00 am,3
1421,12.0,Partly Cloudy,Sat,56,91,10,56,1:00 am,2
1422,13.0,Cloudy,Sat,57,92,10,57,2:00 am,2
1423,14.0,Cloudy,Sat,56,92,10,56,3:00 am,2
1424,15.0,Cloudy,Sat,56,94,15,56,4:00 am,2
1425,1.0,Cloudy,Fri,61,85,0,61,3:00 pm,4
1426,2.0,Cloudy,Fri,63,78,0,63,4:00 pm,4
1427,3.0,Mostly Cloudy,Fri,65,73,0,65,5:00 pm,4
1428,4.0,Partly Cloudy,Fri,67,66,5,67,6:00 pm,4
1429,5.0,Partly Cloudy,Fri,66,68,5,66,7:00 pm,3
1430,6.0,Mostly Clear,Fri,63,77,5,63,8:00 pm,3
1431,7.0,Mostly Clear,Fri,61,77,5,61,9:00 pm,3
1432,8.0,Partly Cloudy,Fri,59,83,10,59,10:00 pm,3
1433,9.0,Partly Cloudy,Fri,58,86,10,58,11:00 pm,3
1434,10.0,Partly Cloudy,Sat,57,88,10,57,12:00 am,3
1435,11.0,Partly Cloudy,Sat,57,90,10,57,1:00 am,2
1436,12.0,Cloudy,Sat,57,92,10,57,2:00 am,2
1437,13.0,Cloudy,Sat,57,92,10,57,3:00 am,2
1438,14.0,Cloudy,Sat,56,92,15,56,4:00 am,3
1439,15.0,Cloudy,Sat,55,93,10,55,5:00 am,2
1440,1.0,Cloudy,Fri,62,81,0,62,4:00 pm,2
1441,2.0,Partly Cloudy,Fri,64,75,0,64,5:00 pm,2
1442,3.0,Partly Cloudy,Fri,64,73,0,64,6:00 pm,3
1443,4.0,Partly Cloudy,Fri,66,68,0,66,7:00 pm,3
1444,5.0,Mostly Clear,Fri,63,77,5,63,8:00 pm,3
1445,6.0,Partly Cloudy,Fri,61,81,5,61,9:00 pm,3
1446,7.0,Mostly Clear,Fri,59,83,10,59,10:00 pm,3
1447,8.0,Partly Cloudy,Fri,59,86,10,59,11:00 pm,3
1448,9.0,Partly Cloudy,Sat,57,88,10,57,12:00 am,3
1449,10.0,Mostly Cloudy,Sat,57,90,10,57,1:00 am,2
1450,11.0,Mostly Cloudy,Sat,57,91,10,57,2:00 am,2
1451,12.0,Cloudy,Sat,56,92,10,56,3:00 am,2
1452,13.0,Cloudy,Sat,56,93,10,56,4:00 am,2
1453,14.0,Cloudy,Sat,55,93,10,55,5:00 am,3
1454,15.0,Cloudy,Sat,55,94,10,55,6:00 am,3
1455,1.0,Cloudy,Fri,64,77,0,64,5:00 pm,3
1456,2.0,Partly Cloudy,Fri,65,74,0,65,6:00 pm,4
1457,3.0,Partly Cloudy,Fri,65,75,0,65,7:00 pm,3
1458,4.0,Partly Cloudy,Fri,63,77,0,63,8:00 pm,3
1459,5.0,Partly Cloudy,Fri,61,81,5,61,9:00 pm,3
1460,6.0,Partly Cloudy,Fri,59,87,10,59,10:00 pm,3
1461,7.0,Partly Cloudy,Fri,59,84,10,59,11:00 pm,3
1462,8.0,Partly Cloudy,Sat,58,87,10,58,12:00 am,3
1463,9.0,Partly Cloudy,Sat,57,88,10,57,1:00 am,3
1464,10.0,Partly Cloudy,Sat,57,90,10,57,2:00 am,2
1465,11.0,Cloudy,Sat,56,92,10,56,3:00 am,2
1466,12.0,Cloudy,Sat,55,92,10,55,4:00 am,2
1467,13.0,Cloudy,Sat,55,93,10,55,5:00 am,2
1468,14.0,Cloudy,Sat,54,94,10,54,6:00 am,3
1469,15.0,Cloudy,Sat,54,94,10,54,7:00 am,2
1470,1.0,Mostly Cloudy,Fri,64,77,0,64,6:00 pm,3
1471,2.0,Partly Cloudy,Fri,64,76,0,64,7:00 pm,3
1472,3.0,Partly Cloudy,Fri,61,84,0,61,8:00 pm,2
1473,4.0,Partly Cloudy,Fri,61,79,0,61,9:00 pm,3
1474,5.0,Partly Cloudy,Fri,59,84,5,59,10:00 pm,3
1475,6.0,Partly Cloudy,Fri,58,87,10,58,11:00 pm,3
1476,7.0,Partly Cloudy,Sat,57,86,10,57,12:00 am,3
1477,8.0,Partly Cloudy,Sat,56,86,10,56,1:00 am,3
1478,9.0,Partly Cloudy,Sat,56,89,10,56,2:00 am,2
1479,10.0,Cloudy,Sat,56,91,10,56,3:00 am,2
1480,11.0,Cloudy,Sat,55,92,10,55,4:00 am,2
1481,12.0,Cloudy,Sat,55,92,10,55,5:00 am,2
1482,13.0,Cloudy,Sat,54,94,10,54,6:00 am,3
1483,14.0,Cloudy,Sat,54,95,10,54,7:00 am,2
1484,15.0,Cloudy,Sat,55,92,10,55,8:00 am,2
1485,1.0,Partly Cloudy,Fri,64,76,0,64,7:00 pm,2
1486,2.0,Partly Cloudy,Fri,62,83,0,62,8:00 pm,2
1487,3.0,Partly Cloudy,Fri,60,86,0,60,9:00 pm,2
