,time_backstep,weather_condition,weather_date,weather_feels,weather_humid,weather_precip,weather_temp,weather_time,weather_wind
1881,7.0,Cloudy,Sun,60,92,15,60,3:00 am,1
1882,8.0,Cloudy,Sun,60,94,25,60,4:00 am,2
1883,9.0,Cloudy,Sun,60,94,20,60,5:00 am,1
1884,10.0,Cloudy,Sun,60,96,25,60,6:00 am,3
1885,11.0,Few Showers,Sun,60,97,30,60,7:00 am,2
1886,12.0,Few Showers,Sun,60,96,30,60,8:00 am,1
1887,13.0,Cloudy,Sun,61,95,25,61,9:00 am,2
1888,14.0,Cloudy,Sun,62,92,25,62,10:00 am,3
1889,15.0,Cloudy,Sun,64,86,25,64,11:00 am,3
1890,1.0,Mostly Cloudy,Sat,65,80,15,65,10:00 pm,3
1891,2.0,Cloudy,Sat,63,84,15,63,11:00 pm,2
1892,3.0,Cloudy,Sun,62,86,15,62,12:00 am,2
1893,4.0,Cloudy,Sun,61,88,15,61,1:00 am,1
1894,5.0,Cloudy,Sun,60,91,15,60,2:00 am,1
1895,6.0,Cloudy,Sun,60,93,15,60,3:00 am,1
1896,7.0,Cloudy,Sun,60,95,25,60,4:00 am,2
1897,8.0,Cloudy,Sun,60,96,25,60,5:00 am,1
1898,9.0,Cloudy,Sun,60,96,25,60,6:00 am,2
1899,10.0,Showers,Sun,60,98,35,60,7:00 am,2
1900,11.0,Showers,Sun,60,96,40,60,8:00 am,2
1901,12.0,Cloudy,Sun,61,94,25,61,9:00 am,2
1902,13.0,Showers,Sun,62,92,40,62,10:00 am,3
1903,14.0,Showers,Sun,64,87,40,64,11:00 am,3
1904,15.0,Scattered Thunderstorms,Sun,65,84,45,65,12:00 pm,3
1905,1.0,Mostly Cloudy,Sat,64,85,0,64,11:00 pm,1
1906,2.0,Mostly Cloudy,Sun,63,87,0,63,12:00 am,1
1907,3.0,Cloudy,Sun,61,90,0,61,1:00 am,1
1908,4.0,Cloudy,Sun,60,91,5,60,2:00 am,1
1909,5.0,Cloudy,Sun,60,94,15,60,3:00 am,1
1910,6.0,Cloudy,Sun,60,96,20,60,4:00 am,2
1911,7.0,Cloudy,Sun,60,96,25,60,5:00 am,1
1912,8.0,Cloudy,Sun,60,96,25,60,6:00 am,2
1913,9.0,Showers,Sun,60,98,35,60,7:00 am,2
1914,10.0,Showers,Sun,60,96,40,60,8:00 am,2
1915,11.0,Cloudy,Sun,61,94,25,61,9:00 am,2
1916,12.0,Showers,Sun,62,92,40,62,10:00 am,3
1917,13.0,Showers,Sun,64,87,40,64,11:00 am,3
1918,14.0,Scattered Thunderstorms,Sun,65,84,45,65,12:00 pm,3
1919,15.0,Isolated Thunderstorms,Sun,66,85,30,65,1:00 pm,2
1920,1.0,Mostly Cloudy,Sun,63,86,0,63,12:00 am,1
1921,2.0,Mostly Cloudy,Sun,62,89,0,62,1:00 am,1
1922,3.0,Cloudy,Sun,61,92,0,61,2:00 am,
1923,4.0,Cloudy,Sun,60,94,5,60,3:00 am,1
1924,5.0,Cloudy,Sun,60,96,20,60,4:00 am,2
1925,6.0,Cloudy,Sun,60,98,20,60,5:00 am,1
1926,7.0,Cloudy,Sun,60,96,25,60,6:00 am,2
1927,8.0,Showers,Sun,60,98,35,60,7:00 am,2
1928,9.0,Showers,Sun,60,96,40,60,8:00 am,2
1929,10.0,Cloudy,Sun,61,94,25,61,9:00 am,2
1930,11.0,Showers,Sun,62,92,40,62,10:00 am,3
1931,12.0,Showers,Sun,64,87,40,64,11:00 am,3
1932,13.0,Scattered Thunderstorms,Sun,65,84,45,65,12:00 pm,3
1933,14.0,Isolated Thunderstorms,Sun,66,85,30,65,1:00 pm,2
1934,15.0,Cloudy,Sun,67,84,15,66,2:00 pm,2
1935,1.0,Mostly Cloudy,Sun,61,89,0,61,1:00 am,2
1936,2.0,Mostly Cloudy,Sun,61,94,0,61,2:00 am,2
1937,3.0,Cloudy,Sun,61,97,0,61,3:00 am,2
1938,4.0,Cloudy,Sun,59,100,10,59,4:00 am,2
1939,5.0,Cloudy,Sun,59,100,20,59,5:00 am,1
1940,6.0,Few Showers,Sun,59,100,30,59,6:00 am,2
1941,7.0,Showers,Sun,60,99,35,60,7:00 am,3
1942,8.0,Showers,Sun,60,98,35,60,8:00 am,2
1943,9.0,Cloudy,Sun,61,95,25,61,9:00 am,2
1944,10.0,Showers,Sun,62,93,40,62,10:00 am,2
1945,11.0,Showers,Sun,64,88,45,64,11:00 am,3
1946,12.0,Scattered Thunderstorms,Sun,64,87,45,64,12:00 pm,3
1947,13.0,Isolated Thunderstorms,Sun,66,85,30,66,1:00 pm,3
1948,14.0,Cloudy,Sun,68,84,15,67,2:00 pm,2
1949,15.0,Cloudy,Sun,69,81,15,68,3:00 pm,3
1950,1.0,Partly Cloudy,Sun,61,94,0,61,2:00 am,
1951,2.0,Partly Cloudy,Sun,61,96,0,61,3:00 am,1
1952,3.0,Partly Cloudy,Sun,60,98,5,60,4:00 am,1
1953,4.0,Cloudy,Sun,60,98,5,60,5:00 am,1
1954,5.0,Few Showers,Sun,60,98,35,60,6:00 am,2
1955,6.0,Few Showers,Sun,60,98,35,60,7:00 am,4
1956,7.0,Showers,Sun,60,99,50,60,8:00 am,2
1957,8.0,Cloudy,Sun,61,96,25,61,9:00 am,1
1958,9.0,Showers,Sun,62,94,40,62,10:00 am,2
1959,10.0,Showers,Sun,64,89,45,64,11:00 am,3
1960,11.0,Scattered Thunderstorms,Sun,64,87,50,64,12:00 pm,3
1961,12.0,Scattered Thunderstorms,Sun,66,85,35,66,1:00 pm,2
1962,13.0,Cloudy,Sun,68,84,15,67,2:00 pm,2
1963,14.0,Cloudy,Sun,69,82,15,68,3:00 pm,3
1964,15.0,Cloudy,Sun,70,78,15,69,4:00 pm,3
1965,1.0,Partly Cloudy,Sun,60,100,0,60,3:00 am,1
1966,2.0,Partly Cloudy,Sun,59,100,0,59,4:00 am,1
1967,3.0,Partly Cloudy,Sun,60,100,25,60,5:00 am,1
1968,4.0,Showers,Sun,60,98,60,60,6:00 am,2
1969,5.0,Showers,Sun,60,98,50,60,7:00 am,4
1970,6.0,Showers,Sun,60,100,40,60,8:00 am,2
1971,7.0,Cloudy,Sun,61,96,25,61,9:00 am,2
1972,8.0,Showers,Sun,62,93,40,62,10:00 am,2
1973,9.0,Showers,Sun,63,89,45,63,11:00 am,3
1974,10.0,Scattered Thunderstorms,Sun,64,87,50,64,12:00 pm,3
1975,11.0,Scattered Thunderstorms,Sun,66,85,35,65,1:00 pm,2
1976,12.0,Cloudy,Sun,67,83,15,66,2:00 pm,2
1977,13.0,Cloudy,Sun,68,82,15,67,3:00 pm,3
1978,14.0,Cloudy,Sun,69,78,15,69,4:00 pm,3
1979,15.0,Cloudy,Sun,70,76,20,69,5:00 pm,3
1980,1.0,Cloudy,Sun,60,99,0,60,4:00 am,1
1981,2.0,Showers,Sun,60,100,45,60,5:00 am,1
1982,3.0,Rain,Sun,60,100,75,60,6:00 am,2
1983,4.0,Showers,Sun,60,98,60,60,7:00 am,3
1984,5.0,Showers,Sun,60,99,40,60,8:00 am,2
1985,6.0,Showers,Sun,61,96,50,61,9:00 am,2
1986,7.0,Showers,Sun,62,93,40,62,10:00 am,2
1987,8.0,Showers,Sun,63,89,40,63,11:00 am,3
1988,9.0,Scattered Thunderstorms,Sun,64,87,45,64,12:00 pm,3
1989,10.0,Scattered Thunderstorms,Sun,66,85,35,66,1:00 pm,2
1990,11.0,Cloudy,Sun,67,83,20,66,2:00 pm,2
1991,12.0,Cloudy,Sun,68,84,15,67,3:00 pm,3
1992,13.0,Cloudy,Sun,69,81,15,68,4:00 pm,3
1993,14.0,Cloudy,Sun,70,77,20,69,5:00 pm,3
1994,15.0,Cloudy,Sun,70,77,15,69,6:00 pm,3
1995,1.0,Rain,Sun,60,99,60,60,5:00 am,
1996,2.0,Rain,Sun,60,100,80,60,6:00 am,2
1997,3.0,Showers,Sun,60,100,60,60,7:00 am,2
1998,4.0,Showers,Sun,60,99,45,60,8:00 am,2
1999,5.0,Showers,Sun,62,95,45,62,9:00 am,2
2000,6.0,Showers,Sun,63,93,50,63,10:00 am,2
2001,7.0,Showers,Sun,63,88,35,63,11:00 am,3
2002,8.0,Scattered Thunderstorms,Sun,64,87,40,64,12:00 pm,3
2003,9.0,Isolated Thunderstorms,Sun,66,82,30,66,1:00 pm,2
2004,10.0,Cloudy,Sun,67,81,15,67,2:00 pm,2
2005,11.0,Cloudy,Sun,68,80,15,67,3:00 pm,3
2006,12.0,Cloudy,Sun,69,78,15,68,4:00 pm,4
2007,13.0,Cloudy,Sun,70,74,15,69,5:00 pm,3
2008,14.0,Cloudy,Sun,70,76,15,69,6:00 pm,4
2009,15.0,Cloudy,Sun,70,79,20,69,7:00 pm,2
2010,1.0,Rain,Sun,60,99,80,60,6:00 am,3
2011,2.0,Showers,Sun,60,99,60,60,7:00 am,4
2012,3.0,Showers,Sun,60,99,50,60,8:00 am,3
2013,4.0,Cloudy,Sun,62,95,25,62,9:00 am,2
2014,5.0,Showers,Sun,63,92,35,63,10:00 am,2
2015,6.0,Isolated Thunderstorms,Sun,65,87,30,65,11:00 am,3
2016,7.0,Scattered Thunderstorms,Sun,64,87,40,64,12:00 pm,3
2017,8.0,Isolated Thunderstorms,Sun,66,82,35,66,1:00 pm,2
2018,9.0,Cloudy,Sun,67,81,20,67,2:00 pm,2
2019,10.0,Cloudy,Sun,67,81,15,67,3:00 pm,3
2020,11.0,Cloudy,Sun,68,80,15,68,4:00 pm,4
2021,12.0,Cloudy,Sun,69,76,15,69,5:00 pm,3
2022,13.0,Cloudy,Sun,70,77,15,69,6:00 pm,4
2023,14.0,Cloudy,Sun,70,79,25,69,7:00 pm,3
2024,15.0,Scattered Thunderstorms,Sun,68,85,45,67,8:00 pm,2
2025,1.0,Showers,Sun,60,100,60,60,7:00 am,5
2026,2.0,Showers,Sun,60,100,60,60,8:00 am,4
2027,3.0,Showers,Sun,61,97,60,61,9:00 am,3
2028,4.0,Showers,Sun,63,92,60,63,10:00 am,2
2029,5.0,Showers,Sun,64,88,50,64,11:00 am,3
2030,6.0,Cloudy,Sun,66,85,25,66,12:00 pm,4
2031,7.0,Scattered Thunderstorms,Sun,66,83,35,66,1:00 pm,2
2032,8.0,Cloudy,Sun,68,81,25,67,2:00 pm,3
2033,9.0,Cloudy,Sun,68,81,15,67,3:00 pm,4
2034,10.0,Cloudy,Sun,69,79,15,68,4:00 pm,4
2035,11.0,Cloudy,Sun,70,76,15,69,5:00 pm,4
2036,12.0,Cloudy,Sun,70,77,15,69,6:00 pm,4
2037,13.0,Cloudy,Sun,70,80,20,69,7:00 pm,2
2038,14.0,Scattered Thunderstorms,Sun,68,86,45,68,8:00 pm,2
2039,15.0,Thunderstorms,Sun,67,88,70,66,9:00 pm,2
2040,1.0,Showers,Sun,60,99,60,60,8:00 am,3
2041,2.0,Showers,Sun,61,96,60,61,9:00 am,2
2042,3.0,Showers,Sun,63,93,35,63,10:00 am,3
2043,4.0,Showers,Sun,64,87,40,64,11:00 am,3
2044,5.0,Cloudy,Sun,66,85,20,66,12:00 pm,4
2045,6.0,Cloudy,Sun,67,81,20,67,1:00 pm,3
2046,7.0,Cloudy,Sun,68,81,25,67,2:00 pm,3
2047,8.0,Cloudy,Sun,68,81,15,67,3:00 pm,4
2048,9.0,Cloudy,Sun,69,79,15,68,4:00 pm,4
2049,10.0,Cloudy,Sun,70,76,15,69,5:00 pm,4
2050,11.0,Cloudy,Sun,70,77,15,69,6:00 pm,4
2051,12.0,Cloudy,Sun,70,80,20,69,7:00 pm,2
2052,13.0,Scattered Thunderstorms,Sun,68,86,45,68,8:00 pm,2
2053,14.0,Thunderstorms,Sun,67,88,70,66,9:00 pm,2
2054,15.0,Thunderstorms,Sun,66,91,60,65,10:00 pm,2
2055,1.0,Few Showers,Sun,61,96,30,61,9:00 am,
2056,2.0,Few Showers,Sun,63,93,30,63,10:00 am,1
2057,3.0,Showers,Sun,64,89,40,64,11:00 am,2
2058,4.0,Cloudy,Sun,66,85,15,66,12:00 pm,4
2059,5.0,Cloudy,Sun,67,81,15,67,1:00 pm,3
2060,6.0,Cloudy,Sun,69,80,15,69,2:00 pm,3
2061,7.0,Cloudy,Sun,68,81,15,67,3:00 pm,4
2062,8.0,Cloudy,Sun,69,79,15,68,4:00 pm,4
2063,9.0,Cloudy,Sun,70,76,15,69,5:00 pm,4
2064,10.0,Cloudy,Sun,70,77,15,69,6:00 pm,4
2065,11.0,Cloudy,Sun,70,80,20,69,7:00 pm,2
2066,12.0,Scattered Thunderstorms,Sun,68,86,45,68,8:00 pm,2
2067,13.0,Thunderstorms,Sun,67,88,70,66,9:00 pm,2
2068,14.0,Thunderstorms,Sun,66,91,60,65,10:00 pm,2
2069,15.0,Scattered Thunderstorms,Sun,65,93,55,65,11:00 pm,3
2070,1.0,Cloudy,Sun,63,92,25,63,10:00 am,1
2071,2.0,Few Showers,Sun,64,88,35,64,11:00 am,2
2072,3.0,Cloudy,Sun,66,86,15,66,12:00 pm,3
2073,4.0,Cloudy,Sun,67,81,15,67,1:00 pm,3
2074,5.0,Cloudy,Sun,69,79,15,69,2:00 pm,3
2075,6.0,Cloudy,Sun,69,79,15,69,3:00 pm,4
2076,7.0,Cloudy,Sun,68,77,15,68,4:00 pm,4
2077,8.0,Cloudy,Sun,70,76,15,69,5:00 pm,4
2078,9.0,Cloudy,Sun,70,74,15,70,6:00 pm,4
2079,10.0,Mostly Cloudy,Sun,70,77,25,69,7:00 pm,2
2080,11.0,Scattered Thunderstorms,Sun,69,82,55,68,8:00 pm,2
2081,12.0,Thunderstorms,Sun,67,85,70,67,9:00 pm,2
2082,13.0,Thunderstorms,Sun,66,89,75,66,10:00 pm,2
2083,14.0,Scattered Thunderstorms,Sun,65,92,40,65,11:00 pm,3
2084,15.0,Isolated Thunderstorms,Mon,64,92,30,64,12:00 am,2
2085,1.0,Cloudy,Sun,64,92,25,64,11:00 am,3
2086,2.0,Cloudy,Sun,65,88,15,65,12:00 pm,4
2087,3.0,Cloudy,Sun,67,83,15,67,1:00 pm,3
2088,4.0,Cloudy,Sun,69,77,15,69,2:00 pm,3
2089,5.0,Cloudy,Sun,69,77,15,69,3:00 pm,4
2090,6.0,Cloudy,Sun,69,76,15,69,4:00 pm,4
2091,7.0,Cloudy,Sun,70,76,15,69,5:00 pm,4
2092,8.0,Cloudy,Sun,70,74,15,70,6:00 pm,4
2093,9.0,Mostly Cloudy,Sun,70,77,25,69,7:00 pm,2
2094,10.0,Scattered Thunderstorms,Sun,69,82,55,68,8:00 pm,2
2095,11.0,Thunderstorms,Sun,67,85,70,67,9:00 pm,2
2096,12.0,Thunderstorms,Sun,66,89,75,66,10:00 pm,2
2097,13.0,Scattered Thunderstorms,Sun,65,92,40,65,11:00 pm,3
2098,14.0,Isolated Thunderstorms,Mon,64,92,30,64,12:00 am,2
2099,15.0,Cloudy,Mon,64,93,20,64,1:00 am,2
2100,1.0,Cloudy,Sun,64,93,15,64,12:00 pm,3
2101,2.0,Cloudy,Sun,66,87,15,66,1:00 pm,2
2102,3.0,Cloudy,Sun,68,81,15,68,2:00 pm,3
2103,4.0,Cloudy,Sun,69,77,15,69,3:00 pm,4
2104,5.0,Cloudy,Sun,69,77,15,69,4:00 pm,4
2105,6.0,Cloudy,Sun,71,74,15,71,5:00 pm,4
2106,7.0,Cloudy,Sun,70,74,20,70,6:00 pm,4
2107,8.0,Mostly Cloudy,Sun,70,77,20,69,7:00 pm,2
2108,9.0,Scattered Thunderstorms,Sun,69,82,55,68,8:00 pm,2
2109,10.0,Thunderstorms,Sun,68,85,75,67,9:00 pm,2
2110,11.0,Thunderstorms,Sun,67,88,75,66,10:00 pm,2
2111,12.0,Scattered Thunderstorms,Sun,66,91,40,65,11:00 pm,3
2112,13.0,Isolated Thunderstorms,Mon,65,91,30,65,12:00 am,2
2113,14.0,Cloudy,Mon,64,91,20,64,1:00 am,2
2114,15.0,Scattered Thunderstorms,Mon,64,93,35,64,2:00 am,1
2115,1.0,Cloudy,Sun,66,84,15,66,1:00 pm,2
2116,2.0,Cloudy,Sun,69,78,15,69,2:00 pm,2
2117,3.0,Cloudy,Sun,70,75,15,70,3:00 pm,4
2118,4.0,Cloudy,Sun,71,72,15,71,4:00 pm,4
2119,5.0,Cloudy,Sun,72,71,15,72,5:00 pm,4
2120,6.0,Cloudy,Sun,72,72,20,72,6:00 pm,4
2121,7.0,Cloudy,Sun,71,77,20,71,7:00 pm,3
2122,8.0,Scattered Thunderstorms,Sun,70,82,50,69,8:00 pm,2
2123,9.0,Thunderstorms,Sun,69,84,70,68,9:00 pm,2
2124,10.0,Thunderstorms,Sun,67,87,70,66,10:00 pm,2
2125,11.0,Scattered Thunderstorms,Sun,67,89,45,66,11:00 pm,3
2126,12.0,Isolated Thunderstorms,Mon,66,89,30,66,12:00 am,2
2127,13.0,Cloudy,Mon,65,90,20,65,1:00 am,2
2128,14.0,Scattered Thunderstorms,Mon,64,90,35,64,2:00 am,1
2129,15.0,Scattered Thunderstorms,Mon,64,93,40,64,3:00 am,2
2130,1.0,Cloudy,Sun,67,85,15,67,2:00 pm,2
2131,2.0,Cloudy,Sun,69,80,15,69,3:00 pm,3
2132,3.0,Cloudy,Sun,69,80,15,69,4:00 pm,3
2133,4.0,Cloudy,Sun,72,72,15,72,5:00 pm,4
2134,5.0,Cloudy,Sun,72,73,15,72,6:00 pm,4
2135,6.0,Isolated Thunderstorms,Sun,71,77,35,71,7:00 pm,3
2136,7.0,Scattered Thunderstorms,Sun,70,82,50,69,8:00 pm,2
2137,8.0,Thunderstorms,Sun,69,84,70,68,9:00 pm,2
2138,9.0,Thunderstorms,Sun,67,87,70,66,10:00 pm,2
2139,10.0,Scattered Thunderstorms,Sun,67,89,45,66,11:00 pm,3
2140,11.0,Isolated Thunderstorms,Mon,66,89,30,66,12:00 am,2
2141,12.0,Cloudy,Mon,65,90,20,65,1:00 am,2
2142,13.0,Scattered Thunderstorms,Mon,64,90,35,64,2:00 am,1
2143,14.0,Scattered Thunderstorms,Mon,64,93,40,64,3:00 am,2
2144,15.0,Thunderstorms,Mon,64,95,65,64,4:00 am,2
2145,1.0,Cloudy,Sun,69,79,15,69,3:00 pm,2
2146,2.0,Cloudy,Sun,69,79,15,69,4:00 pm,2
2147,3.0,Cloudy,Sun,70,75,15,70,5:00 pm,2
2148,4.0,Cloudy,Sun,72,73,0,72,6:00 pm,4
2149,5.0,Cloudy,Sun,71,77,25,71,7:00 pm,3
2150,6.0,Scattered Thunderstorms,Sun,69,84,55,69,8:00 pm,2
2151,7.0,Thunderstorms,Sun,69,84,70,68,9:00 pm,2
2152,8.0,Thunderstorms,Sun,67,87,70,66,10:00 pm,2
2153,9.0,Scattered Thunderstorms,Sun,67,88,45,66,11:00 pm,3
2154,10.0,Isolated Thunderstorms,Mon,66,88,30,66,12:00 am,2
2155,11.0,Cloudy,Mon,65,89,20,65,1:00 am,2
2156,12.0,Scattered Thunderstorms,Mon,64,89,35,64,2:00 am,1
2157,13.0,Scattered Thunderstorms,Mon,64,93,40,64,3:00 am,2
2158,14.0,Thunderstorms,Mon,64,94,65,64,4:00 am,2
2159,15.0,Scattered Thunderstorms,Mon,63,95,60,63,5:00 am,2
2160,1.0,Mostly Cloudy,Sun,70,73,15,70,4:00 pm,3
2161,2.0,Mostly Cloudy,Sun,72,70,15,72,5:00 pm,3
2162,3.0,Cloudy,Sun,71,73,0,71,6:00 pm,3
2163,4.0,Cloudy,Sun,72,76,0,72,7:00 pm,3
2164,5.0,Cloudy,Sun,69,84,25,69,8:00 pm,2
2165,6.0,Scattered Thunderstorms,Sun,67,86,45,67,9:00 pm,2
2166,7.0,Scattered Thunderstorms,Sun,67,87,55,66,10:00 pm,2
2167,8.0,Scattered Thunderstorms,Sun,67,86,55,66,11:00 pm,3
2168,9.0,Scattered Thunderstorms,Mon,66,87,55,65,12:00 am,2
2169,10.0,Cloudy,Mon,64,88,20,64,1:00 am,2
2170,11.0,Scattered Thunderstorms,Mon,64,90,45,64,2:00 am,1
2171,12.0,Scattered Thunderstorms,Mon,64,93,50,64,3:00 am,2
2172,13.0,Scattered Thunderstorms,Mon,63,95,40,63,4:00 am,2
2173,14.0,Isolated Thunderstorms,Mon,63,95,35,63,5:00 am,2
2174,15.0,Cloudy,Mon,62,97,25,62,6:00 am,2
2175,1.0,Cloudy,Sun,73,66,15,73,5:00 pm,1
2176,2.0,Cloudy,Sun,73,67,0,73,6:00 pm,2
2177,3.0,Cloudy,Sun,72,72,5,72,7:00 pm,1
2178,4.0,Cloudy,Sun,69,82,15,69,8:00 pm,2
2179,5.0,Mostly Cloudy,Sun,68,85,25,68,9:00 pm,2
2180,6.0,Scattered Thunderstorms,Sun,67,88,40,67,10:00 pm,2
2181,7.0,Isolated Thunderstorms,Sun,66,85,30,66,11:00 pm,3
2182,8.0,Scattered Thunderstorms,Mon,66,85,40,65,12:00 am,2
2183,9.0,Mostly Cloudy,Mon,64,87,15,64,1:00 am,2
2184,10.0,Mostly Cloudy,Mon,64,90,25,64,2:00 am,1
2185,11.0,Mostly Cloudy,Mon,63,93,25,63,3:00 am,2
2186,12.0,Cloudy,Mon,63,95,15,63,4:00 am,2
2187,13.0,Cloudy,Mon,62,96,20,62,5:00 am,2
2188,14.0,Cloudy,Mon,62,98,15,62,6:00 am,2
2189,15.0,Foggy,Mon,62,99,15,62,7:00 am,2
2190,1.0,Mostly Cloudy,Sun,74,65,0,74,6:00 pm,2
2191,2.0,Mostly Cloudy,Sun,73,70,0,73,7:00 pm,1
2192,3.0,Mostly Cloudy,Sun,70,78,15,70,8:00 pm,1
2193,4.0,Mostly Cloudy,Sun,68,84,15,68,9:00 pm,2
2194,5.0,Mostly Cloudy,Sun,67,87,15,67,10:00 pm,2
2195,6.0,Isolated Thunderstorms,Sun,66,87,30,66,11:00 pm,3
2196,7.0,Scattered Thunderstorms,Mon,66,85,45,65,12:00 am,2
2197,8.0,Mostly Cloudy,Mon,64,88,15,64,1:00 am,2
2198,9.0,Partly Cloudy,Mon,64,90,25,64,2:00 am,1
2199,10.0,Mostly Cloudy,Mon,63,93,25,63,3:00 am,2
2200,11.0,Cloudy,Mon,63,95,15,63,4:00 am,2
2201,12.0,Cloudy,Mon,62,97,20,62,5:00 am,2
2202,13.0,Cloudy,Mon,62,98,10,62,6:00 am,2
2203,14.0,Foggy,Mon,62,100,10,62,7:00 am,2
2204,15.0,Cloudy,Mon,62,98,15,62,8:00 am,2
2205,1.0,Partly Cloudy,Sun,73,70,0,73,7:00 pm,
2206,2.0,Mostly Cloudy,Sun,71,77,15,71,8:00 pm,
2207,3.0,Mostly Cloudy,Sun,69,79,15,69,9:00 pm,1
2208,4.0,Mostly Cloudy,Sun,66,86,15,66,10:00 pm,2
2209,5.0,Mostly Cloudy,Sun,66,87,25,66,11:00 pm,3
2210,6.0,Mostly Cloudy,Mon,65,87,25,65,12:00 am,3
2211,7.0,Mostly Cloudy,Mon,64,89,15,64,1:00 am,1
2212,8.0,Partly Cloudy,Mon,64,91,25,64,2:00 am,1
2213,9.0,Isolated Thunderstorms,Mon,63,94,30,63,3:00 am,1
2214,10.0,Foggy,Mon,62,96,15,62,4:00 am,2
2215,11.0,Foggy,Mon,62,97,15,62,5:00 am,2
2216,12.0,Foggy,Mon,62,98,10,62,6:00 am,2
2217,13.0,Foggy,Mon,62,100,10,62,7:00 am,2
2218,14.0,Cloudy,Mon,62,99,10,62,8:00 am,2
2219,15.0,Cloudy,Mon,64,96,15,64,9:00 am,2
2220,1.0,Cloudy,Sun,71,75,15,71,8:00 pm,1
2221,2.0,Cloudy,Sun,70,78,15,70,9:00 pm,1
2222,3.0,Cloudy,Sun,68,81,15,68,10:00 pm,1
2223,4.0,Mostly Cloudy,Sun,66,87,15,66,11:00 pm,3
2224,5.0,Mostly Cloudy,Mon,65,89,15,65,12:00 am,2
2225,6.0,Mostly Cloudy,Mon,64,91,20,64,1:00 am,2
2226,7.0,Partly Cloudy,Mon,64,91,25,64,2:00 am,1
2227,8.0,Isolated Thunderstorms,Mon,63,94,30,63,3:00 am,1
2228,9.0,Foggy,Mon,62,96,15,62,4:00 am,2
2229,10.0,Foggy,Mon,62,97,15,62,5:00 am,2
2230,11.0,Foggy,Mon,62,98,10,62,6:00 am,2
2231,12.0,Foggy,Mon,62,100,10,62,7:00 am,2
2232,13.0,Cloudy,Mon,62,99,10,62,8:00 am,2
2233,14.0,Cloudy,Mon,64,95,15,64,9:00 am,2
2234,15.0,Scattered Thunderstorms,Mon,66,92,40,65,10:00 am,3
2235,1.0,Cloudy,Sun,70,78,15,70,9:00 pm,1
2236,2.0,Cloudy,Sun,68,82,15,68,10:00 pm,1
2237,3.0,Cloudy,Sun,67,82,15,67,11:00 pm,2
2238,4.0,Mostly Cloudy,Mon,65,89,15,65,12:00 am,2
2239,5.0,Mostly Cloudy,Mon,64,91,15,64,1:00 am,2
2240,6.0,Partly Cloudy,Mon,63,94,25,63,2:00 am,1
2241,7.0,Isolated Thunderstorms,Mon,63,94,30,63,3:00 am,1
2242,8.0,Foggy,Mon,62,96,15,62,4:00 am,2
2243,9.0,Foggy,Mon,62,97,15,62,5:00 am,2
2244,10.0,Foggy,Mon,62,98,10,62,6:00 am,2
2245,11.0,Foggy,Mon,62,100,10,62,7:00 am,2
2246,12.0,Cloudy,Mon,62,99,10,62,8:00 am,2
2247,13.0,Cloudy,Mon,64,95,15,64,9:00 am,2
2248,14.0,Scattered Thunderstorms,Mon,66,92,40,65,10:00 am,3
2249,15.0,Scattered Thunderstorms,Mon,69,87,55,68,11:00 am,3
2250,1.0,Mostly Cloudy,Sun,67,84,15,67,10:00 pm,
2251,2.0,Mostly Cloudy,Sun,67,85,15,67,11:00 pm,1
2252,3.0,Mostly Cloudy,Mon,66,87,15,66,12:00 am,1
2253,4.0,Mostly Cloudy,Mon,64,91,15,64,1:00 am,2
2254,5.0,Mostly Cloudy,Mon,63,93,15,63,2:00 am,1
2255,6.0,Foggy,Mon,63,96,15,63,3:00 am,1
2256,7.0,Foggy,Mon,62,98,15,62,4:00 am,2
2257,8.0,Foggy,Mon,62,98,10,62,5:00 am,2
2258,9.0,Foggy,Mon,62,100,10,62,6:00 am,2
2259,10.0,Foggy,Mon,62,100,10,62,7:00 am,2
2260,11.0,Foggy,Mon,62,100,10,62,8:00 am,2
2261,12.0,Cloudy,Mon,64,96,15,64,9:00 am,2
2262,13.0,Cloudy,Mon,67,91,25,66,10:00 am,3
2263,14.0,Scattered Thunderstorms,Mon,69,87,55,68,11:00 am,3
2264,15.0,Scattered Thunderstorms,Mon,71,82,55,70,12:00 pm,4
2265,1.0,Mostly Cloudy,Sun,66,87,15,66,11:00 pm,3
2266,2.0,Mostly Cloudy,Mon,65,89,15,65,12:00 am,2
2267,3.0,Mostly Cloudy,Mon,64,91,15,64,1:00 am,2
2268,4.0,Mostly Cloudy,Mon,63,94,15,63,2:00 am,1
2269,5.0,Foggy,Mon,63,96,15,63,3:00 am,1
2270,6.0,Foggy,Mon,63,98,10,63,4:00 am,2
2271,7.0,Foggy,Mon,62,98,10,62,5:00 am,2
2272,8.0,Foggy,Mon,62,100,10,62,6:00 am,2
2273,9.0,Foggy,Mon,62,100,10,62,7:00 am,2
2274,10.0,Foggy,Mon,62,100,10,62,8:00 am,2
2275,11.0,Cloudy,Mon,64,96,15,64,9:00 am,2
2276,12.0,Cloudy,Mon,67,91,25,66,10:00 am,3
2277,13.0,Scattered Thunderstorms,Mon,69,87,55,68,11:00 am,3
2278,14.0,Scattered Thunderstorms,Mon,71,82,55,70,12:00 pm,4
2279,15.0,Scattered Thunderstorms,Mon,74,75,55,73,1:00 pm,4
2280,1.0,Mostly Cloudy,Mon,65,91,15,65,12:00 am,2
